user,food_weight,service_weight,ambience_weight,price_weight,misc_weight
qXpEaTxiOoKtibjZoj9DPQ,100.0,0.0,0.0,0.0,0.0
7SDkwFc2iD-67-SD5St5ag,,,,,0.0
eQNnaBDPMKLGhhyx_GBLrA,,,,,0.0
3rC6h6TvlR_veGqC8QUNAQ,,,,,100.0
Wta4FJNzlpVAqlNHy8_9kQ,,,,,0.0
VZsZ_WOpEVXi9EbmqAZzDA,100.0,0.0,0.0,0.0,0.0
h5cQw-aGDB6pqG6_Pi0AOg,,,,,0.0
xWWdn1CZEXnirCwhXMWCuA,,,,,0.0
vZfQG78aRyQ__Oj0pyQUTg,,,,,0.0
O1V3pNaj6iKrH3zc1riY9g,100.0,0.0,0.0,0.0,0.0
zZ9y0lM1o-6geaSzOcjLag,,,,,0.0
i-OtV87XUyoLJpID_hMJKg,,,,,0.0
vCH4ftQ8lTEKltpHk3NDwQ,,,,,0.0
0yllQQPK4HylTWHZl10ICw,,,,,0.0
VtGHdwqCxXn40S1uQCCbfQ,,,,,0.0
VXj56HTErJ9eGdkBnJ3_6g,,,,,0.0
4O0jnP5_3bv1cnT6PKl0EQ,,,,,0.0
dMEPKoyOrNzCnwVVkMZ9ig,,,,,0.0
OzmZ1qUiHaiuDdcwc3cdJQ,,,,,0.0
0TDnRymy7UT0J3E9l0S7cw,,,,,0.0
_OYu7t-bnIe5sjkh2yAgXA,,,,,0.0
gfR7BawOhXDpyB9XMvViUw,,,,,0.0
EJNOXcCbohkgD0yvoz2HXw,,,,,0.0
7qOBV0iiAO4fKEHHeUfbwA,,,,,0.0
xP0cMWDnyCMCAYfDfk0jdg,,,,,0.0
0OyJgrJSthJkSgS0uvX-cg,,,,,0.0
btaJX5OuoeJfUicynpTb-g,,,,,0.0
Cr2Pkn1zK0Jof0chonFo6Q,,,,,0.0
4hrHK2gJ4c1uXWhEIGIVBQ,,,,,0.0
WTe1pPnh_-ItN13IAIt-Kw,,,,,0.0
0qgVJR8RyPKf1VXRJYgWYA,,,,,0.0
1-SxFrwX4Z91bHDDlFEoag,100.0,0.0,0.0,0.0,0.0
EEVB8jga_eiuzILJiTyjag,,,,,0.0
LYBVm8-JbkZ52m1JXkoUCg,100.0,0.0,0.0,0.0,0.0
X754C7UkbPik6ppvYaIitA,,,,,0.0
89jLQmGyqkwvwn-GRzZbtA,0.0,100.0,0.0,0.0,0.0
KMjs5qnDb2WResGFowmxPg,,,,,0.0
lU_VKu4iW0SvAUGQu45Ocg,,,,,0.0
XrTAqFs90U3eVvGN9BjEBQ,,,,,0.0
GsY8FHNz7rFwuqC5oiHDUQ,,,,,0.0
NsMEfDPno1l7OdML2yfgtA,,,,,0.0
LPxor8rKxARPlXlxwgaLUA,,,,,0.0
6ouSiweEfRDQSW4uDqxzzw,,,,,0.0
yD1aRxezQ8XjrKogEfuShw,100.0,0.0,0.0,0.0,0.0
gryBu6J1YubOk1qgbeW1Cg,100.0,0.0,0.0,0.0,0.0
9tRvcAmVyuFdfcqxIXwBgw,,,,,0.0
qGhw7913PyvC2NSQ44ToOQ,,,,,0.0
WfSzaBU2WomHsOkpbmSNbg,,,,,0.0
ER6cqB2abr0F3Yp0aLgLIw,,,,,0.0
kLkA-6WtMdSvGn7tEShwOw,,,,,0.0
vbcrtrW6I7GLKyr5ycTyAA,,,,,0.0
Qqm3yVcqTbC1IOKu0TG2nQ,,,,,0.0
7XFg8Yo4j0hBJrDpa0r_mw,,,,,0.0
uIq4ip2FfIcChg9eR2jZRg,,,,,0.0
5cRjRNTyss4qennQCxYRHA,,,,,0.0
HDQjLgm0u8WwlkQU6oHmqw,,,,,0.0
9VPfihekXA8qzpAucLkKlQ,,,,,0.0
KwtPcZlBKEqmi0T4hg1W9Q,,,,,0.0
HK8VCcEUYvi6QtWfoQPV5g,,,,,0.0
ovhkseuMebhEBvJgBcnFEw,100.0,0.0,0.0,0.0,0.0
_c2NqgAp5mXG4V_7991i5w,100.0,0.0,0.0,0.0,0.0
FFHkJwWxLVREFx0lISOjoQ,,,,,0.0
bsZgYuzElf951otlXWnkUQ,100.0,0.0,0.0,0.0,0.0
3ndEgTS1NHFrIVHIQWZttw,,,,,0.0
iqi4fsBUBaTemranrEcGLw,,,,,0.0
gTS5djcWN-QC92eJ_l-hWg,,,,,0.0
b38f3BQXW45arTBtBXcbYw,,,,,0.0
KkVWo2yhZ-rNxppKYFmJwA,,,,,0.0
6z4UarvjTui3m4YqxbwOLA,,,,,0.0
zjtGkDaZkQZiX536I3FFpg,,,,,0.0
NbtetLg49XrIM5Y3hdbuOQ,100.0,0.0,0.0,0.0,0.0
hS7jjk5I00SblXXYVIzYMw,100.0,0.0,0.0,0.0,0.0
UHfUBqtIgwto0Ykt-5ApXg,,,,,0.0
a-x197V4FMgtBuh63ijsow,,,,,0.0
x0lwsKElxtH9hRWDbNLJzw,,,,,0.0
Y22qHaWmgluQKFKSEFc0MA,100.0,0.0,0.0,0.0,0.0
pp1lQk1e6bYjwPwce_QSag,,,,,0.0
nc-S0CmJZgFZfINVsW5pqQ,,,,,0.0
B7n8Uw1hhl9YcctIoj4LOg,,,,,0.0
Ca-NPtunCDnlprpE1Qrspg,100.0,0.0,0.0,0.0,0.0
mggygEZlWPlGcJv5z1GHsw,,,,,0.0
h9xwfCyg915tMeUQdi43xA,,,,,0.0
S9l3RAYbir5NYwSn6eWskg,,,,,0.0
xxXNwhc32VSJZHAIYinH4Q,,,,,0.0
tYQdo3nw6CzbHsyggOn-DA,,,,,0.0
qwAME9J-Pom0an16UPvQqg,,,,,0.0
dsjev_ORyE8-rSScFOoAvw,100.0,0.0,0.0,0.0,0.0
-R5-1HJTrcUh-SrSJHo2lQ,,,,,0.0
Kft3sMHt-zQLFGG25mSzgQ,,,,,0.0
b5gUt16S-Q1yXJS9Vrqzig,,,,,0.0
xnkzUfCEeIQP6hn3BapbdA,,,,,0.0
VBJzBvlh5UhmO-Bcx1FqPg,100.0,0.0,0.0,0.0,0.0
8WFZdqYNKLKIImlxo_i9pA,0.0,100.0,0.0,0.0,0.0
xLw2ow-FxWrcATMPVjhB5Q,,,,,0.0
PRshdTkxxsH3sTZDgLZY1w,,,,,0.0
Mg08fk_pna7W6yEBY1DsZw,,,,,0.0
kghsdyfzWj7yHujCkcfMSQ,,,,,0.0
uAAvRBEH9i1q1meWE3jLcQ,,,,,0.0
lPiz6m9rWz9D1v6Xm5fpdQ,,,,,0.0
ALTTiBIKIxc3_tDSazr5dg,,,,,0.0
4PX3CXaJPiNg4awk9yHl0g,,,,,0.0
PdfSspkNnvRUPflY76bihA,100.0,0.0,0.0,0.0,0.0
sUOlqOSUe_amgFjzqztVRQ,,,,,0.0
0aYGgGIejK7SgrjuDZqjVw,100.0,0.0,0.0,0.0,0.0
f56bjyn_R6xUsga7trPVlA,,,,,0.0
4x9PIMOZQHdOgAhoGSrR_A,,,,,0.0
8yj6bLmgxjZ42rb67CKM1Q,,,,,0.0
IsYzRfTtBiOua9XsHowbtw,,,,,0.0
EUtRUwSMZJ-Yc0lIixudDA,,,,,0.0
cvsEHL5SzdcEVcQ0TKDygg,,,,,0.0
SPT8jSbpgmMcXNxNRc9XEg,,,,,0.0
L9qMRYzspbpdZozgn7GI3g,100.0,0.0,0.0,0.0,0.0
MlrvEelGPgT-enfujtRSSw,,,,,0.0
eoeE9fAKmpjTo161U2XiLw,,,,,0.0
QRUfroFS9jr8Ati2s4GLHQ,,,,,0.0
yeDyUprOMgKu-bMWhuK6Xg,,,,,0.0
57dLWo_L-mxanUdzQew6KQ,,,,,0.0
QSNqllBGRXHSl-8e-2waHQ,,,,,0.0
2elU0wLvoDvgKibbDKXvlg,,,,,0.0
6lIvaKyqoq2LSbOrYvyDTQ,,,,,0.0
ctIB_M3pvX7ZjeFOos3tLA,,,,,0.0
j_A4R8Z-ruU_N-fIosfTXQ,,,,,0.0
Vnb2RG3p1ITBSeYV0tfLAA,,,,,0.0
F_JPU4dW3V8fd9o9cg4tTQ,100.0,0.0,0.0,0.0,0.0
jKfaeFdroMgUK7WdHykSWQ,,,,,0.0
Fv1bdBFWFLEV6KsjdV4fAg,100.0,0.0,0.0,0.0,0.0
e7yPG5xXNaF1aqUDnALUhA,,,,,0.0
iU0QwAeUyMKDRRwVRzWKXg,,,,,0.0
7ptWIoepROPcI1gnk5xR6A,,,,,0.0
LjUKqb7KYqI78T2i9sTFyg,,,,,0.0
4MZbV18A1aI-LC7NWIN-lA,,,,,0.0
ifW3H0bBU2VBHBdVREvZ9w,100.0,0.0,0.0,0.0,0.0
ugugKat33Q07z0PLRtkSxQ,,,,,0.0
iRRjcenJiFkGO92I3RvW-A,,,,,0.0
w7LjLP_QNxQavLMfvb681Q,,,,,0.0
68hz_UJexzhkRIbmn-7bbQ,,,,,0.0
xkZ759FuqPiA6ROY20jH9g,,,,,0.0
RfjM1hkXcQNaqJRlsKW_UQ,,,,,0.0
72ydgZ8WwHc06Sl4uhIZxg,,,,,0.0
hSEvkdZ_JaLHhwwSoOtnAg,,,,,0.0
7LFhUBLDe8h85SJXz7wMEg,,,,,0.0
4eVHttX6KO59m926gT2Rfg,,,,,0.0
tRQ_prWuWq2EbiG6QXL4qg,,,,,0.0
0ErRZvL_Y011EKE0gtfOYg,100.0,0.0,0.0,0.0,0.0
xcq5mezxMCUy5UQKXCpTeA,,,,,0.0
tE0aznXzQo-JRbHHHoFmfw,100.0,0.0,0.0,0.0,0.0
3Vbhfe0sGV6gOLO-jhc6iw,,,,,0.0
ZTqrgS3Je8w47g6e8c_GyA,,,,,0.0
Mu9egR3SimEjcaX_p8fjnA,,,,,0.0
-gIqQdSIGO81Mod9KGj3vA,,,,,0.0
HYpqv_JaKMy-rl44yqKhmQ,,,,,0.0
QpNEl30BowebLnOUU_1MiQ,,,,,0.0
KYCGNMt57yPJ8QWqW3fFPg,100.0,0.0,0.0,0.0,0.0
KQR-_RCjMeNtjXls2VVKCg,50.0,50.0,0.0,0.0,0.0
f8i6iTWh0GNW9cS1HNnXrw,,,,,0.0
FdZVqLmp2ONs-t4m8UQVQQ,,,,,0.0
HjRnF98d6sItyYAxA4fuVg,,,,,0.0
NQsng1MeXgzNLBbKNt43Kg,,,,,0.0
cVeKVhOe0O23xbxns6RbWA,,,,,0.0
WR4d2QD6RzbBsRFTzhaePA,,,,,0.0
z9MzIIYYr95VqB-Nfgf6KQ,100.0,0.0,0.0,0.0,0.0
bFdYnt_kbo9QGqTgm7wWBQ,,,,,0.0
KrW_nPj0vVGPsiPPQ5KfPg,,,,,0.0
BwpJ_b_cUX4XB71J4wm3qA,,,,,0.0
Hm2b81S0cfafuuQQWlPKkw,,,,,0.0
iU2zdBnpWnzwvkAxlFx4xA,,,,,0.0
1xeHHoYrydY3P9UIQdhbcA,,,,,0.0
GzfTUAzo4M0NyRHuOzpsEw,,,,,0.0
_yh6Oy4Z053mFEvBA-rY6w,100.0,0.0,0.0,0.0,0.0
nKVUbHtYXy9v-KNHOCyN2g,,,,,0.0
nWFG4eLZfiv7y72nJUGzLQ,,,,,0.0
6xPrK5ripzxQxptaciUZOQ,100.0,0.0,0.0,0.0,0.0
WqV-UTfQ9Ktww5vgYJkBpA,,,,,0.0
PGNM0fw20qkHQTskh8tL7w,,,,,0.0
QkR9kMEjOdBNFuQ8I5mB4g,,,,,0.0
adtOywpRnG5-4mjQMQE1FA,,,,,0.0
q9DHKm5PPrMWvnx2Emq98w,,,,,0.0
kGOvBXL6lGYxiuAhsCL24w,,,,,0.0
c5T6OIwpXTnDueuoD7ApTA,,,,,0.0
SXE93UMn5SjbwNZ-80GhgQ,,,,,0.0
qgVY8-S_GTC5G1OLoO5vwQ,,,,,0.0
RkVNb4DpKwehS3FAziAMVA,,,,,0.0
x0o7zl9Q0hhZcf58ARQceQ,,,,,0.0
1Vs-DkKs2GKmp6A_erb3rw,,,,,0.0
BXTQg3CfBI-D0QnyiTs92A,,,,,0.0
dMBzfEZVid6__5D4D5IgBw,,,,,0.0
1WpvsOgx7tty6c-vRWSpKw,,,,,0.0
SNRJ7KhSBodsdb9cdNzPTg,,,,,0.0
ejA129GSxqV0s_CNnLB_Rg,,,,,0.0
iwor6UFV7JVPvFeSLZY36Q,,,,,0.0
o69mFwq2824jJ32dQggVgQ,,,,,0.0
iBMWFkLl56bN9Zlos4Wwfg,100.0,0.0,0.0,0.0,0.0
2Urkk4LMtyMJspofcT_ASg,,,,,0.0
tH-W5ZiWpY-8VKYD4W-9tg,,,,,0.0
A1G9xQyFycUow6kwFBo4Og,,,,,0.0
wAvlrOAdO45FbDwOk-5lxQ,100.0,0.0,0.0,0.0,0.0
QAceVf9ONbawmBzoOdzvvg,,,,,0.0
P7WxoN-DBDRCBrvZhh_4CQ,,,,,0.0
KF_zBGriu6KO0ByOobLbXg,,,,,0.0
CBE9UO7AiebKKe58hkbH5Q,100.0,0.0,0.0,0.0,0.0
URyVwrLGNamKWkz48pUgIA,,,,,0.0
j3SAJDIL9_3sDScrIxCWig,,,,,0.0
HwGmGjFTf4n8LgCPSrA8ew,,,,,0.0
wQFSaZY1kg9E62QVS5kytw,100.0,0.0,0.0,0.0,0.0
eNvCA8mLCZ9C6f67svBKQw,,,,,0.0
78ygh8XEau6hDPEbulGCHQ,,,,,0.0
Rxh8H4WoOgmC4VlSqF8e1Q,,,,,0.0
7HbboxmcUV7m77dqWG_oMw,,,,,0.0
8f5iEDhuxVUhJoOtuXl8yA,,,,,0.0
LLQkNKRGzAt7VmPykjPe6Q,,,,,0.0
sbX3siuiKUIY7rJE9s2Lcw,,,,,0.0
BVQ5_ZNRkeSDrpCOKGUIGg,,,,,0.0
OGbSk1CSRM7uk_N1GC_pcw,,,,,0.0
kHTpRKU5ulUdDy1Lg-RNHg,,,,,0.0
YItMJJtYrnA3mWQnG-9DVw,,,,,0.0
Azl26x4s7kV6166wRHgRBw,,,,,0.0
MSHfydDPcsFZspmnoVpU3w,,,,,0.0
QIh-_PeDsDz0eKvITRdRqw,,,,,0.0
6AaXe6bkh3uHACyd4vn0JQ,,,,,0.0
Hq-a9a3FEjoJfkgwnkvcYA,,,,,0.0
Ior8pw-pxkHfBsBR38-lwg,,,,,0.0
jygs1RsPyZZRemfPgIAsYg,100.0,0.0,0.0,0.0,0.0
ksW4W7mqsGyYjzhIB5rulg,100.0,0.0,0.0,0.0,0.0
F43RI-PDlL2u0fgZ_GKpUA,,,,,0.0
kr_Cxw6t2MDHmdx-JWK9mQ,100.0,0.0,0.0,0.0,0.0
jymO48f9OpkS9wyB_AmInw,,,,,0.0
K7Lyf139B04dsOlojM38cw,,,,,0.0
J2q78CYC_sLEHxZ-1dyZbQ,100.0,0.0,0.0,0.0,0.0
zbqne7He0o-oN8KZuTuysQ,,,,,0.0
112kqYvPP18iCborlmXziQ,,,,,0.0
mtoU_b339fFO7zhgXCgxlA,,,,,0.0
wDQaTpjCcF04fVr-oJkh5w,,,,,0.0
KV2l8vOdgNneYc2CJA-Lqw,,,,,0.0
6UDQUMQQssvYZKO3x_A-zw,,,,,0.0
ZEqhMS1cKS0lCmWncxGnbw,,,,,0.0
LYv7vZNEe5woDWyiHu38Ow,50.0,50.0,0.0,0.0,0.0
J7sOFHpKmQWlcsxf0dO2TQ,100.0,0.0,0.0,0.0,0.0
EjWcBYKiCD4T4wL8z1GRRw,,,,,0.0
WVSswHlcIS49Dw18DApD-w,,,,,0.0
M-W3vIDXntiBQfDTVHtWvw,,,,,0.0
S44coya745fMqxSmDp5SWw,,,,,0.0
HAq4_NpTqn1ljDgAvc0mxg,,,,,0.0
HrI3njgYPWIRtiwRLuYHzA,,,,,0.0
yiu7X_J6RFh8-7Dn-pKPkg,,,,,0.0
63JCSsJiHNvWpx7cfS2s5g,,,,,0.0
1Fly1_rcwINpVNn8MIg5fg,0.0,100.0,0.0,0.0,0.0
8YEN_gvLxmQCM62m9LozMQ,100.0,0.0,0.0,0.0,0.0
ns21AO0FHGTcPyBK9uRGWA,,,,,0.0
C0AK11w31ggffzJt0sm5qQ,,,,,0.0
UfLsUeIOa553g8nvth9thw,,,,,0.0
Cn6uAEMrQJF74TjWcdauNA,,,,,0.0
v1VEHngjTYDnlUHlxO69Pw,,,,,0.0
tpYYsWbWw1FbdT2IcJOwPA,,,,,0.0
ecDfnjziqzaWl7OxryxeRQ,,,,,0.0
2NMq7RsCx39xthNUUyGsWg,,,,,0.0
x4oWeIl2HdTtALEq4y0raA,100.0,0.0,0.0,0.0,0.0
-DbMq1nxWn8PxKuirTjgiw,,,,,0.0
EF4paEuzycw9MVSzkE5SJQ,,,,,0.0
AnVFaDryZNrlBfjVy-Arfw,,,,,0.0
fxBVJssSMPQUFBdGdVlaLQ,0.0,0.0,100.0,0.0,0.0
tdMoJq8pSpzEX6u8EgOA2A,,,,,0.0
_8VDDhF0s2p3g-7v-o-Rpg,,,,,0.0
lAg-XlWDUiV7G-HZzLufzw,,,,,0.0
m-P_mpZT3e4RL8V1Mjh7fQ,,,,,0.0
Q8zwDk9VWjQwEQxY7Yu5Tw,,,,,0.0
KQHKFk8uJgOlFeXLG3hoog,,,,,0.0
Z1RpaQIwA-Gnvxnn28Lhrw,,,,,0.0
-IAWMovxFUh2fVg6MxbCgQ,,,,,0.0
A1m-pQGPCgtUwuukBhl9EA,,,,,0.0
jdhrz96wz3BUm3xgUCuZhw,,,,,0.0
NOKSaWFp29LIJ0q6cpGZXA,,,,,0.0
OoTFHzZ7OwkU5mVIjGeNuA,,,,,0.0
N61Ea3_sk8VwM4aneJi3Lg,,,,,0.0
iZ3S7H3kIzq3sp6Rj1UttQ,50.0,0.0,50.0,0.0,0.0
MEFOhW9fUamakacyXc0flA,,,,,0.0
XKT7lcX9onHiAiAlskihhQ,100.0,0.0,0.0,0.0,0.0
X2dXvsk_8p9eQL_Y-i3Yiw,100.0,0.0,0.0,0.0,0.0
Iw3bwhkGaSzzzUlCL4gMdw,100.0,0.0,0.0,0.0,0.0
NxQmbDTobHAO4yk-zaVHMg,,,,,0.0
8CyTI8-NlklN-ERE8mPbrw,,,,,0.0
HEP3lAvilZ0Ak6-TolQV7Q,100.0,0.0,0.0,0.0,0.0
-nlEsQfWopLtkgnJmwgHag,,,,,0.0
NrVxMVSPY9giGa6QU-ehTw,,,,,0.0
gN00lr9fgsPeQ83DU-2c2A,,,,,0.0
bon8_JZj5clcxf6weJ7nrw,,,,,0.0
9RTJkh4_6335l2aHRmkTKw,,,,,0.0
5lPsXrPV7o4WJ8Luk5pirQ,,,,,0.0
Yl7OYdHuYmr7K-IW9_ayng,,,,,0.0
b1rprYfA5Rrex3v96Y8WGQ,100.0,0.0,0.0,0.0,0.0
wfDOS8zZua2i--zsSV3ZWg,,,,,0.0
0M8VI6FN2BXXlUTKH-3nDQ,,,,,0.0
2ClF1kk4oxCuvfcsYvgMVA,100.0,0.0,0.0,0.0,0.0
8vlFsnVJ4P8i26LrPtr6HA,,,,,0.0
Exkm62a_A9SQ9mi0tHhQjw,,,,,0.0
Q4kuNEStaVLX6LA_bbfqZA,,,,,0.0
WmHVe7rN0i_xlsFvB2QDFA,,,,,0.0
P39SUBxdNVfJ2nSNsyZ8mA,,,,,0.0
5CzwLShCMLzkyu1LR-KqjQ,,,,,0.0
FcxklVcaLYlDO_KDzsRZXw,,,,,0.0
PfKWEEBXfnMox36OLOAeNA,,,,,0.0
Ctrp5IoEKHkixDSIyYHDpw,100.0,0.0,0.0,0.0,0.0
zO1yvN24JWpKENtPenzsjg,,,,,0.0
vA8uqA8Q74CmUdEeqBIoPg,,,,,0.0
VEAyIZVIDnHQP6Er3OB0rQ,,,,,0.0
dODQ0JmYfyf4D-C2KLFgdA,,,,,0.0
ZGM-hsejhwGQKnROvcBBCw,,,,,0.0
NFlbMppYfUnuZV7xX_0v5w,,,,,0.0
sCstgUzVqW4Iy3VPu-4ATw,,,,,0.0
9FgkCIeQui3S9TF2NKVhFw,,,,,0.0
SpBBUlh_Ku8zrsqk-i7_BQ,,,,,0.0
uKm0m0DmG8NAu6ZNZKdULg,,,,,0.0
wg4PKu2VK8IqJ3GybY6ARg,,,,,0.0
1m8w5tx2XgTdfnqeN-HQrw,,,,,0.0
abyU-JVd2sot6XQkaeVyVA,,,,,0.0
rbQxOyqwuEDAnX7PXfL_wQ,,,,,0.0
HQJWm2KJIgZX2YSxhCsz_w,100.0,0.0,0.0,0.0,0.0
Zfv-Z9yF1oU-kvBZtAL5Vw,,,,,0.0
uB_hUiNdaBkIlkcom9J7Pw,100.0,0.0,0.0,0.0,0.0
jQnDXNO8m0p9Zh4gSTqDGg,100.0,0.0,0.0,0.0,0.0
sL85NSHQT-slh7ZBAzfJyA,,,,,0.0
ymp4u2EDBDtnFibiQctICQ,100.0,0.0,0.0,0.0,0.0
5oXoRk7bzLiVocbHAinAqw,,,,,0.0
TtE9vVX-Cat0H_rdK_dwSA,,,,,0.0
PT-P2rFCtKbAmkOkE-IK8w,,,,,0.0
y9AnCv8mnbp4DOisBWuVeQ,,,,,0.0
96M0Rsvf-rzWJ4nOxeFQ_A,,,,,0.0
IIBmuwhv9KR_ngp-8TUTQg,,,,,0.0
GuqJxRM1U5Fo-tu-gxzc-A,100.0,0.0,0.0,0.0,0.0
StFGyvubcxnstSG7wOxQxA,,,,,0.0
Dn9Hcsv-rXLwdxUPy5JDEg,,,,,0.0
T2kGocAIT-Ou2lKUi-vwaA,,,,,0.0
MOmVJB3Q59-qCRs3CeR1Ug,,,,,0.0
U1IBqS0AD7y3uKOj-lP_lQ,,,,,0.0
wArBRwLjxrDXMy13fIsBmQ,100.0,0.0,0.0,0.0,0.0
x4bXWtSWzgkiGKCQdQPyMQ,,,,,0.0
Hopd0gT6KSbpoEn_ZF93zA,0.0,100.0,0.0,0.0,0.0
BN_tio5GJufG-StLyHQnZw,,,,,0.0
akjCddYxt3Q37LGirbY7Bg,,,,,0.0
de5AmDy0IKZTq98ZZG_FBg,0.0,100.0,0.0,0.0,0.0
XbJuvDy0TEzkzTXDsXqs5A,,,,,0.0
vEjfAKkdq8EuP560kLiL3w,,,,,0.0
xdpI-5m73Sphc-K-p9t4SQ,,,,,0.0
gtrH6fcBo2ZeEYz2FbqTjA,100.0,0.0,0.0,0.0,0.0
3baQIjBrbC2Tg6huD6wT5A,,,,,0.0
EVo4tLboKqLaGFXMPZsSiA,,,,,0.0
Q7EsKiRYMCEdLCM08yTr1g,,,,,0.0
QYTe0p8jlukK3f-61pbJgw,,,,,0.0
tCLUMANpslkFRin3DO5Nhg,100.0,0.0,0.0,0.0,0.0
XlDiHeXSVz9Z9GX4GVwnwA,,,,,0.0
_Fayj6NkO2vCv264Xavgeg,,,,,0.0
ciZvNbOeROtiyUJKDDxWFA,,,,,0.0
KcSb5wpKAXR5xwOwiMDNnA,,,,,0.0
joNXE2I9XQrtj8wt3jkoRw,,,,,0.0
wTlzBh1Ov0R6DZr_GuB-Nw,,,,,0.0
tpV8lfLaoGkLVZ02KcTXsA,,,,,0.0
j5qCr2fW1IKZYbNGvSVn9Q,,,,,0.0
v5oudgrIMoWvlWdOjVIsRg,,,,,0.0
IDZ_fT0YzVWQwHubWItEyQ,,,,,0.0
z4iH_nCFoCSPPrE23XmuQg,,,,,0.0
f5TMOBC67zJUO3Opg6Ogjw,,,,,0.0
nxLe2MaeHrjsMokZf15A6Q,,,,,0.0
3_mNzx2yhzxJ5oAnTYXwew,,,,,0.0
B4B2QQ6d1RRw4XE_7HcBxw,100.0,0.0,0.0,0.0,0.0
vPjRvRMYKs06habQDxcWFw,,,,,0.0
Eoqb8KgTApix_C_h0VOfNg,,,,,0.0
d7IClDqkYIc4Jyw4ucyoAQ,,,,,0.0
14XVtGFSQ18x27lc_Mx5oA,100.0,0.0,0.0,0.0,0.0
eCNQyYTV1jdfWQGw7buwlw,,,,,0.0
uA0Xkpha77jtBsiefp6vtQ,,,,,0.0
Y9SAr2LxrYbzinm_gNpmIA,,,,,0.0
pY92AF21PStcaDLqBNzbqQ,,,,,0.0
WY8VigJchLxvKKFFgB3pyg,,,,,0.0
SuQN2kfb4oZywcuDwlAfaQ,0.0,0.0,100.0,0.0,0.0
YAaJYJsBrIpHXSFpUtt1cA,100.0,0.0,0.0,0.0,0.0
2a9uyq3zsX5RIxG_jtpM4Q,100.0,0.0,0.0,0.0,0.0
Bp74PGG-XM8U1MJ84J2FLw,100.0,0.0,0.0,0.0,0.0
Bu_xWb1jsvms3IUsoRfLwA,,,,,0.0
_cxCVEZY3x3aED267M-P7Q,,,,,0.0
etNSynRF9dwsfaEIJujdMw,,,,,0.0
j7pZu1I-tfQZdLloPrDl3A,45.0,55.0,0.0,0.0,0.0
ZVoYK0KoDXn2Oesh4Nwmyg,,,,,0.0
Olu4zcnBl_Q-MlfiBbgo2A,,,,,0.0
wVejnVHCA5TZgluPrNcFTg,,,,,0.0
d9LknZ25xpQelXDeafNCBw,100.0,0.0,0.0,0.0,0.0
4oiaiES3G_UIwgQuoaBkKQ,,,,,0.0
eSC9sP6iWbFbeWQVZ2FwcA,100.0,0.0,0.0,0.0,0.0
fphboe5JuVhFapugKIIq9w,,,,,0.0
V46LG5hRqhC0ubNClrfdxg,,,,,0.0
RPvm96hHs6l0n3fS8An3Qg,,,,,0.0
OM4E6rF0YlFTv5-OZVQy5A,,,,,0.0
dmVq6_kdxtC3T_O2D746Iw,,,,,0.0
_o_90KJNb45BV6HAQPlHTg,,,,,0.0
fdQybirC-k8yd7QotzYLCQ,,,,,0.0
X30kEBl07qWfnBSjKjpEqQ,,,,,0.0
AJXWkRb8emeSBxMtea0WhQ,,,,,0.0
qYAbwD50JJM8HMw60isQTA,,,,,0.0
fHBzz96ytlsAvjwWjCD0zw,,,,,0.0
JDjSPjhM7-iT7qQTEl4erg,100.0,0.0,0.0,0.0,0.0
1wsxF1J60Bj3NlfpX69I9Q,,,,,0.0
_B1uVwBpnUpOPM73J95DaQ,,,,,0.0
MYF9ak-fs0QNd2PPT4ouLw,,,,,0.0
Z3HhUJGcADgQ316RbGsDCg,,,,,0.0
-xXoKNNfgygZpswwhOCxsg,,,,,0.0
aBXqn19Vqc9RtSqnPVlGLw,,,,,0.0
LM6Ztl4gd5RTkcGGX6GDbQ,,,,,0.0
4dJQHdyIthuRYZA0AjnEfw,,,,,0.0
RZ7-OxjNj-y6NZ1RXllbAA,100.0,0.0,0.0,0.0,0.0
Iysg_8CCqOeEf1L8a0O9OA,,,,,0.0
GwKyDhybZm6huIQFC2IbjA,100.0,0.0,0.0,0.0,0.0
dECR7m1qTH3Ivl1EM3ANIw,,,,,0.0
DeP-XBTwL8pRYjfr83RWCA,,,,,0.0
ZwStIIbyYxuuImVVe4g2Tg,,,,,0.0
RytRfcQCctSv6PLJ3lhqfw,,,,,0.0
bx4vf2K19BjhXvxpreSoWg,,,,,0.0
5L6s7O294cInxI_cFLhmcA,100.0,0.0,0.0,0.0,0.0
s9uP5FqA-81WAqTdkpFLVA,,,,,0.0
70lWecVkxSKMq5LRaCTrdA,100.0,0.0,0.0,0.0,0.0
bU4ulkxKxz58Ud_S3zEi8w,,,,,0.0
zH74V5CSWBj_3nbXdarSSA,,,,,0.0
9N34SoFJfmROWqBa16PXrg,100.0,0.0,0.0,0.0,0.0
ZEPDc8OPLVdQbV3e7q-cyA,,,,,0.0
J-zmVpIP-rb0SLzY7tzPFg,,,,,0.0
zMmNWlusgpoHtZJa86Gd0w,0.0,100.0,0.0,0.0,0.0
GfjGMLyae4AkA23C-nlH1w,,,,,0.0
JTeNA4e9Y6_0bIv8tc6R-w,,,,,0.0
Gsc5nFnW9V441dSU_7OGqQ,,,,,0.0
pahlJ5IGRf-2rUlVKZs9mA,100.0,0.0,0.0,0.0,0.0
XQ4jGRJ39U3NxB6pjcV_dg,,,,,0.0
